region	region_type	S_AFR	singletons_AFR	pi_AFR	tajimasd_AFR	meanrsq_AFR	S_EUR	singletons_EUR	pi_EUR	tajimasd_EUR	meanrsq_EUR	S_EAS	singletons_EAS	pi_EAS	tajimasd_EAS	meanrsq_EAS	S_SAS	singletons_SAS	pi_SAS	tajimasd_SAS	meanrsq_SAS	Fst_AFR_EUR	Fst_AFR_EAS	Fst_AFR_SAS	Fst_EUR_EAS	Fst_EUR_SAS	Fst_EAS_SAS
6	exons	0.004234297812279464	0.001058574453069866	0.0006885103285233682	-0.11364776434180515	0.03826688389452538	0.008468595624558928	0.004234297812279464	0.00045346742824214285	-1.4419484885038099	0.006249616432502498	0.0038814396612561752	0.0024700070571630206	0.00041538852291820905	-0.8722480585858228	0.024780613029386812	0.009527170077628794	0.004234297812279464	0.0005316207656820616	-1.4342544815237188	0.01050905116819131	0.109439992848683	0.1156266141883945	0.1646832452879601	0.0357162118596332	0.0353261920614042	0.0138461674159057
6	intergenic	0.05504587155963303	0.010938602681721948	0.010394434368727671	0.3370457734348175	0.07481443349947368	0.06563161609033169	0.028228652081863093	0.008173506707593032	-0.19280156004143725	0.05553936890376995	0.02399435426958363	0.003175723359209598	0.008037750708273249	2.9675655258744698	0.3119968695021716	0.05822159491884263	0.02117148906139732	0.008857032584822745	0.3856728475074825	0.054564893370902	0.1058004613921957	0.0606904679543773	0.0839621763080262	0.0280439293763851	0.0695444461494462	0.0325571866198058
7	exons	0.006640106241699867	0.00099601593625498	0.0009428692109137837	-0.4487304966768945	0.053045683956888315	0.006640106241699867	0.0033200531208499337	0.00030071476126795985	-1.5401172983701958	0.028175526546331806	0.005312084993359893	0.0023240371845949536	0.000680697253103281	-0.6219144758401723	0.03657418053468033	0.0076361221779548474	0.004648074369189907	0.0005409779766147366	-1.12850804198522	0.019788218956075958	0.3108539030585249	0.1462001099178554	0.1426034894103871	0.483614163499862	0.0430779393826705	0.270276073623663
7	intergenic	0.016268260292164674	0.0033200531208499337	0.002752973135402808	-0.023320524882294393	0.051398560894146454	0.020584329349269587	0.0069721115537848604	0.0024699779910861337	-0.2738794202841775	0.04553878635034283	0.01195219123505976	0.00298804780876494	0.0022584318985670107	0.33703357395733013	0.11763274042380836	0.023240371845949535	0.008300132802124834	0.002949196308130226	-0.14479472345430003	0.034038689793590426	0.1148316323390836	0.0520871518331241	0.0423137051724793	0.2190297611395526	0.0456334698052266	0.1103661025445837
8	exons	0.006241872561768531	0.0036410923276983093	0.0002535970758924955	-2.096912640473789	0.037613598620201256	0.0039011703511053317	0.002080624187256177	0.00011686325963488359	-1.7039282401898954	0.0001637088819925338	0.002080624187256177	0.0010403120936280884	6.969482148992524e-05	-1.7594222820730354	0.03596281729460533	0.0018205461638491547	0.0005201560468140442	0.00011244989980825851	-0.9660578905724302	0.0009203972032940103	0.0784036249440575	-0.0335264321887031	0.0571927864838219	0.0717392092361553	-0.0159435417952852	0.0420941905516467
8	intergenic	0.0031209362808842654	0.0005201560468140442	0.00017715923401334608	-1.624881778104508	0.046825242077110016	0.004161248374512354	0.0033810143042912874	2.65116297112424e-05	-2.121675958585903	7.727393288653511e-06	0.0007802340702210664	0.0005201560468140442	1.7263633196239064e-05	-1.3847847080373656	NA	0.0031209362808842654	0.002080624187256177	2.4512778184532182e-05	-1.965644451025861	1.03575272852241e-05	0.0855012017967465	-0.0096703822913618	0.0606049279107498	0.0123215967171525	0.0059691717089131	0.0143810093404158
9	exons	0.0019446845289541918	0.0006482281763180639	9.338589444675112e-05	-1.6353428372151613	0.006041711674638444	0.00324114088159032	0.00216076058772688	3.825337494079243e-05	-2.0025519832713545	0.0019269708317732703	0.0019446845289541918	0.0006482281763180639	3.713681797932671e-05	-2.007100825049116	0.013840740295901717	0.0058340535868625755	0.003673292999135696	4.9524186003247156e-05	-2.301902176750041	0.006063029569617459	0.0533052096069784	-0.0068564876988175	0.0381458141344659	0.012656497137558	-0.0071581441650599	0.005875010450093
9	intergenic	0.010803802938634399	0.0038893690579083835	0.0008137391357604665	-1.6615730496173922	0.029397842187499218	0.013180639585133967	0.0056179775280898875	0.00042082617635871925	-2.05174359351388	0.015723164607139656	0.005185825410544511	0.000864304235090752	0.0003868050516992684	-1.5312268628212025	0.10073395671715286	0.015341400172860847	0.00756266205704408	0.0005864210876346685	-1.9529825458103982	0.011226337332476743	0.0920512754563103	0.1788156517948812	0.0532864382233833	0.1477901297761245	0.0074211547599365	0.1133777791451245
10	exons	0.006984866123399301	0.0009313154831199069	0.0011960310335826666	0.011114594083379314	0.15399305770704186	0.009778812572759022	0.0034924330616996507	0.0008594223914253187	-0.8891867005333068	0.07895015544227746	0.0013969732246798604	0.00023282887077997672	9.895875918045277e-05	-1.1741645467569988	0.004348040687269251	0.009778812572759022	0.004190919674039581	0.0006651241869111927	-1.2828907926168844	0.07570441556014251	0.0179694797201077	0.0630466284338193	0.0414811096721188	0.111182585245849	0.0078968596188278	0.0803638281235291
10	intergenic	0.003259604190919674	0.0009313154831199069	0.00022904449134926078	-1.4786913733891858	0.018663628405139906	0.005122235157159488	0.002328288707799767	0.00017761648568202513	-1.7556172431617512	0.005991898474678253	0.0013969732246798604	0.0006984866123399302	3.521417703732832e-05	-1.7192098132960851	0.0001473971278605376	0.0044237485448195574	0.002328288707799767	0.000133919011593823	-1.789804477836075	0.0076729099409637	0.0467143238252223	0.0458122908316996	0.0488127476296464	0.0910653476736617	0.0188363933830268	0.0573715784696741
11	exons	0.005691519635742743	0.00199203187250996	0.0005734126509906639	-1.0966612244781062	0.029205256099848188	0.005691519635742743	0.00199203187250996	0.0006843792770737575	-0.23198821238890838	0.05652330575713724	0.003699487763232783	0.0011383039271485487	0.0005716767690611448	-0.2127725394775164	0.16701295755888998	0.00796812749003984	0.003130335799658509	0.0005441374302167637	-1.2119126374226779	0.02874963230581641	0.0672347499773032	0.1516643674979112	0.0854435310123556	0.0827710730261513	0.0687296542351339	0.1336381012079169
11	intergenic	0.0028457598178713715	0.0011383039271485487	0.000337265510076803	-0.7128494431315746	0.07801984580447677	0.0011383039271485487	0.0005691519635742744	0.00025026223576174586	0.951596046317285	NA	0.0014228799089356858	0.0005691519635742744	0.00010883101347331386	-1.0449804311398703	0.0029311126670921433	0.00199203187250996	0.0014228799089356858	0.00024550696778739595	-0.1439429615961412	0.01898291028141337	0.0122542763002641	0.0213629679580013	0.0243282084970737	0.1162261449707544	0.008351791993732	0.2037374135774602
12	exons	0.006067500948047023	0.0015168752370117557	0.0006525157365694895	-1.0542466582935395	0.06799120894827407	0.00720515737580584	0.002844141069397042	0.0008394975915418819	-0.3277762220956228	0.049783592086269646	0.0037921880925293893	0.0007584376185058779	0.00016255254421154405	-1.9901432354179542	0.14247691601299164	0.008342813803564657	0.0030337504740235114	0.0004468935626466306	-1.5717874485382781	0.034013291417842775	0.1048725653606619	0.0537108693946993	0.0782214082078869	0.1714149624777901	0.2859163136302974	0.0395557091627128
12	intergenic	0.01478953356086462	0.004550625711035267	0.0009160419900589566	-1.9502728113939485	0.035051841381111004	0.015547971179370497	0.006825938566552901	0.0013281376110169426	-0.9928135755955493	0.03301531069088048	0.00720515737580584	0.002085703450891164	0.00021209513530332644	-2.388772761576845	0.11865285064362117	0.01782328403488813	0.008532423208191127	0.0006649674167045309	-2.007564293353281	0.021774651592017923	0.0954766368775811	0.1388810335316815	0.1591634896716157	0.1275903365325992	0.2264442962940508	0.0308790001824749
13	exons	0.006995452955578874	0.0017488632388947185	0.000749958612119781	-0.9952169144941886	0.02621221726704148	0.005946135012242042	0.0017488632388947185	0.0008243831191675576	0.08623887885507209	0.07795080531456805	0.004547044421126268	0.0006995452955578874	0.0006860925014125433	-0.26580292869539235	0.12301451315907837	0.00944386149003148	0.0038474991255683807	0.0008671049260039949	-0.7737526993608154	0.02648280256902536	0.1997700753317914	0.1427159784087126	0.1233366392276397	0.1393516137219521	0.0387877963221727	0.058741099250462
13	intergenic	0.017838405036726127	0.004197271773347324	0.0021968799806352593	-0.828327688411354	0.06430988407827976	0.01713885974116824	0.005596362364463099	0.002054427512727763	-0.27058869828697035	0.07264430317561406	0.006995452955578874	0.0006995452955578874	0.0011754297647814686	-0.017492126983389058	0.37683876467219524	0.017838405036726127	0.005596362364463099	0.001677846842122316	-0.792367057793155	0.059227423148181295	0.0588850369873579	0.1080647369640567	0.0468110185508553	0.0433359429451012	0.0088278085396919	0.0154938721419477
14	exons	0.005923000987166831	0.0019743336623889436	0.0008238031975134916	-0.44945042932969037	0.018691481362569675	0.004442250740375123	0.0014807502467917078	0.00022218831366893643	-1.206255862486487	0.040615679088876276	0.0019743336623889436	0.0	0.00031355661425621506	-0.10796015123581278	NA	0.005429417571569595	0.0024679170779861796	0.00027820676476272474	-1.2612475492486184	0.01324244706712077	0.39486696757787	0.1081022485434347	0.3383199860784784	0.0630083177979138	-0.0132909057008014	0.0484304373901535
14	intergenic	0.03060217176702863	0.007897334649555774	0.005140323413933989	-0.045879477914303496	0.05957977764656028	0.022211253701875617	0.007403751233958539	0.00267260127955138	-0.25927595051170554	0.05025983965248974	0.016288252714708785	0.003948667324777887	0.0028677269814228485	0.11666050408007297	0.10950545164183913	0.03405725567620928	0.017275419545903257	0.0022751950146418895	-1.3673769958364572	0.02089872052597511	0.2132456401728707	0.0959199962805193	0.2705306517747728	0.0321707029235853	-3.023665177287072e-05	0.0156304725730009
15	exons	0.0022650056625141564	0.0007550018875047187	4.9144998009908245e-05	-1.774810028098316	0.0001169707727817563	0.00604001510003775	0.0033975084937712344	0.00026854054972422393	-1.486192967146457	0.0010800121444493815	0.003020007550018875	0.0011325028312570782	0.00024623133835798174	-1.1363331715632623	0.002132473385129801	0.010192525481313703	0.0056625141562853904	0.0003302043825791485	-1.8634556725249665	0.0030244278399273617	0.1149272127014237	0.0751612564003041	0.1025042154533112	0.0082772830113723	0.0240798387022076	0.0052724068428608
15	intergenic	0.13627784069460175	0.034352585881464705	0.013461645329240263	-1.3457285204538836	0.060067972378819695	0.11023027557568894	0.06455266138165346	0.007411093435480484	-1.435998685464362	0.06312409959123011	0.03926009815024538	0.011325028312570781	0.005662198520044802	-0.4553990336683012	0.07019127838057439	0.12306530766326916	0.045300113250283124	0.008656716686092844	-1.3785910416129943	0.04990060064506137	0.1483132613154919	0.1024376312959783	0.1184933139865701	0.04686449847913	0.0158370769512736	0.0405641556515837
16	exons	0.005363805970149254	0.0006996268656716418	0.0006332263463485526	-0.8423083302817109	0.05428729887688023	0.0072294776119402986	0.00396455223880597	0.0003842084490122426	-1.5072791421035383	0.017466661709977366	0.0037313432835820895	0.0011660447761194029	0.00034611944111660205	-1.1586487409408224	0.012982900735571897	0.006296641791044776	0.002798507462686567	0.000386935525698332	-1.3306282112528287	0.021856884681689927	0.0769667636711565	0.0708614219341904	0.073419611035638	0.0451672143441977	0.0547610234986531	0.0689211509602908
16	intergenic	0.03101679104477612	0.00792910447761194	0.0024019697314075694	-1.709704844586713	0.023900530515906303	0.029384328358208957	0.012826492537313433	0.001710500837530226	-1.5903097196670386	0.014491889113847125	0.01142723880597015	0.004430970149253731	0.001490726065880187	-0.6765705566985412	0.03525062224731651	0.037779850746268655	0.01632462686567164	0.0018801619910631987	-1.792137412886558	0.008238103133097661	0.0559967028927922	0.036572919343801	0.05519618469838	0.0427921966846852	0.0202615225815431	0.0471314052214256
17	exons	0.004176818656456666	0.0010442046641141664	0.0005068521502818767	-0.7027056732186278	0.05732351133753954	0.006961364427427776	0.004176818656456666	0.0006532391874787288	-0.6928420578394733	0.026823863908192868	0.0024364775495997215	0.0010442046641141664	0.000542409545269758	0.6685334483581482	0.11863552589101699	0.007657500870170553	0.0038287504350852765	0.000589066157433416	-1.0119750595025245	0.01276752834585166	0.0444150142542736	0.2227539314462997	0.0696224523700841	0.0437061248384695	0.0021734461452333	0.0158581564056524
17	intergenic	0.026453184824225547	0.006265227984684998	0.003954571127320742	-0.37776009410761524	0.06499924681263247	0.03237034458753916	0.01148625130525583	0.004080056152696556	-0.1558492552910406	0.04704049881105073	0.014966933518969718	0.004524886877828055	0.0026254510432539772	0.10861917399595826	0.09484207819470873	0.04142011834319527	0.016011138183083886	0.0035742371185344566	-1.0026504859040213	0.02969695033730494	0.0360357226216788	0.1449111144271451	0.0567993370584522	0.0532630201568076	0.0237022655617537	0.0336384095900655
18	exons	0.005661140315406389	0.001213101496158512	0.00048305113157806525	-1.256655842684972	0.07791160281085627	0.00646987464617873	0.0040436716538617065	0.00014703209224696453	-1.8488148666709192	0.0012736725449073983	0.0016174686615446825	0.0004043671653861706	0.00016202485918901467	-0.7213894498740806	NA	0.007278608976951072	0.0040436716538617065	0.00016338023686226545	-1.9044316514758357	0.00011693881726786429	0.114294165969049	-0.0054342146514787	0.1048099017107196	0.0119397565770694	0.0193531354481882	0.061733487331051
18	intergenic	0.008087343307723413	0.003234937323089365	0.0007645095877190314	-1.1943199984800914	0.019492059451821947	0.011726647796198949	0.004852405984634048	0.0004573775833069997	-1.755523849356564	0.008664077902354246	0.0028305701577031944	0.0008087343307723412	0.0005932333790594308	0.5055402192088218	0.06670579961197316	0.008896077638495753	0.003639304488475536	0.00037338153566197766	-1.631678644917475	0.015018432155614882	0.1647270294752787	0.1571389579855523	0.1661282034369003	0.0655082650692396	0.0180485852666933	0.1040678595109024
19	exons	0.004359889021006738	0.0015854141894569957	0.0004448435009104263	-0.9597744807419432	0.019499799747532756	0.0035671819262782403	0.0015854141894569957	0.00040068150334373806	-0.306386606812441	0.010630038702551343	0.0023781212841854932	0.0007927070947284979	0.0004599637994147635	0.2899857255730577	0.025504458220885356	0.005548949663099485	0.0019817677368212444	0.00042718057537445656	-0.9221002472503105	0.0068268790374962154	0.2674345230669115	0.3377955809070427	0.2499646957581388	0.0414681843514084	-0.0160439543437805	0.0738517938436132
19	intergenic	0.02140309155766944	0.007927070947284977	0.003759495602056732	0.08930667651054247	0.09500452162131652	0.03250099088386841	0.011890606420927468	0.003909401387656043	-0.2734569028299791	0.04349954701260157	0.015854141894569955	0.005152596115735236	0.0036698052388483044	1.0711663958248654	0.1626228711923882	0.033690051525961155	0.01070154577883472	0.00379791590093239	-0.43910698025433204	0.039414060751318356	0.0702435207840248	0.0217823589241176	0.1231218002912266	0.0002832304507516	-0.0029247297083078	0.03563992879535
20	exons	0.003051881993896236	0.002373685995252628	0.00017338282567999944	-1.5180292890922873	0.0008367138242698573	0.00339097999321804	0.0013563919972872161	0.0002075679314267886	-1.0758518395703365	0.023905643136219075	0.0013563919972872161	0.0006781959986436081	0.00017707821016238018	-0.4036209260646333	NA	0.006103763987792472	0.004069175991861648	0.0002092613669533199	-1.7023604413797602	0.00703053925352832	0.0234914812973452	-0.0525604799815851	0.0937572435905639	-0.0012778680644271	-0.0082554959154679	0.0345133504456601
20	intergenic	0.01017293997965412	0.003051881993896236	0.0015059546794471998	-0.3740748002395922	0.08091567482585783	0.014920311970159377	0.00678195998643608	0.0017359509436548467	-0.3365371695738286	0.05427444185744854	0.007121057985757884	0.0013563919972872161	0.0016596553650381767	1.015216558161227	0.18205270766856846	0.019328585961342827	0.008816547982366904	0.001685088217488718	-0.9382368176245955	0.032168024465340075	0.0646331445503342	0.0297368006519424	0.1135148352243157	0.0003599098466604	0.0119384250040665	0.0356906160718627
21	exons	0.010834670947030497	0.0020064205457463883	0.0012901254274664416	-0.8440492936801386	0.028915034181304533	0.0072231139646869984	0.0036115569823434992	0.0007892211976554588	-0.4150520367786358	0.03176842041220869	0.0040128410914927765	0.0004012841091492777	0.0008950976830800963	0.740364501484165	0.13209658030453117	0.010834670947030497	0.0036115569823434992	0.0009410105766017383	-0.8648054573832771	0.018044478840084106	0.1048290782542994	-0.0244811861682517	0.1069691732949265	0.067001552986919	-0.0082381809957949	0.0241956708394815
21	intergenic	0.03170144462279294	0.0040128410914927765	0.003513247210846024	-1.073302589215342	0.043281085798154526	0.03009630818619583	0.014044943820224719	0.0023876709737643918	-1.1117815013144328	0.043805833879143594	0.010032102728731942	0.0020064205457463883	0.0015417228106529522	-0.2517651010971654	0.09676268312766899	0.028089887640449437	0.012439807383627608	0.00202125977513132	-1.2638944092032975	0.025159674775504213	0.1369367997367727	0.0507831482627242	0.1587186692378281	0.1143360329043319	-0.0014520275900202	0.020167506269423
22	exons	0.002410694718387026	0.0010957703265395574	0.00011204354125955929	-1.7377896948981306	0.003266850347538063	0.0026298487836949377	0.002410694718387026	5.6744339678558755e-06	-2.0499472174922606	1.1600287220730662e-06	0.0008766162612316459	0.0008766162612316459	8.429002511842749e-06	-1.6686214638901624	NA	0.0026298487836949377	0.0021915406530791147	1.026382296137234e-05	-2.027213654581869	0.0015043090957338973	0.0943326959495577	-0.0279349151852189	0.0850883832079938	0.0005637906323211	-0.0172442551647401	0.0017981808330346
22	intergenic	0.005917159763313609	0.0019723865877712033	0.00043781370520057676	-1.583095952519316	0.03428459174544703	0.0043830813061582295	0.002410694718387026	2.174626600460346e-05	-2.2438722173671426	0.0063131543642917865	0.0013149243918474688	0.0013149243918474688	1.2643503767764123e-05	-1.9054536488593223	2.333776750916008e-05	0.006355467893929432	0.0041639272408503175	4.220667489054165e-05	-2.36101905088988	0.0018551369211240259	0.2364991274111731	0.0234364269582458	0.211357501664539	0.0011574506177207	0.0205479945976639	0.0118048324864494
23	exons	0.008782629909734082	0.002683581361307636	0.001171725327548897	-0.629317446898217	0.029024130382030323	0.008538667967797023	0.0017077335935594047	0.0011674944268588122	0.06081955678939999	0.03284289153330519	0.005855086606489388	0.0009758477677482313	0.0010175166668797138	0.07523972852924854	0.07971172189193904	0.01341790680653818	0.0031715052451817514	0.0011877417457128903	-0.9085538851843988	0.09661421902098163	0.0424718062094619	0.0868444218971112	0.0408251480431818	0.0373992341951481	0.0712001741258033	0.0696748653491135
23	intergenic	0.024884118077579898	0.0048792388387411565	0.0037022222277261593	-0.39607069974180753	0.06641427095170954	0.02244449865820932	0.008050744083922909	0.0035725675995150093	0.5326600554377522	0.05870501900478437	0.013173944864601122	0.001463771651622347	0.00297348448276034	0.9968239897490804	0.18425436771727552	0.023908270309831666	0.006099048548426446	0.0038128435882052096	0.5299976007257695	0.054732871081438476	0.0210568043492356	0.087145027786833	0.0308052093793667	0.0319929581166976	0.0796981740773398	0.08603917833708
24	exons	0.004246713852376138	0.0008088978766430738	0.0002916872553946355	-1.6124770094231444	0.02395437082816172	0.006066734074823054	0.0026289180990899897	0.00043170654408697737	-1.1640975986248956	0.017613420118191028	0.001820020222446916	0.0006066734074823053	0.00024356550821579175	-0.4723669668228585	0.02496083173010976	0.005662285136501517	0.0020222446916076846	0.0003128463793191195	-1.4523495651897724	0.013921666917518737	0.0954292035826798	0.1442574573654974	0.0779956952231014	0.0379226194291599	0.050608597720862	0.0461872867029012
24	intergenic	0.004448938321536906	0.0014155712841253793	0.00043994165010625264	-1.1424036919253489	0.03813509004771498	0.006673407482305359	0.002224469160768453	0.0005176551364601887	-1.0583698195294917	0.021087949881285026	0.0026289180990899897	0.0010111223458038423	0.0005194918161463201	0.41464097613652107	0.11021277477858249	0.006673407482305359	0.0024266936299292214	0.000515194446960682	-1.0722691660956651	0.01991943906323481	0.3067702216259095	0.4258309554646066	0.3454877830066612	0.0456699909082287	0.0073556317339467	0.0094171926807793
25	exons	0.005105296745373325	0.0009572431397574984	0.0008015228197347348	-0.20513632921758007	0.0509777387644162	0.006700701978302489	0.0025526483726866626	0.00054190786382022	-0.9274432945387103	0.04079605492806248	0.004148053605615826	0.0025526483726866626	0.00021989438903508986	-1.6913264041183955	0.09435618076934812	0.006062539885130823	0.0025526483726866626	0.00045537171094908746	-1.0161641431824693	0.04536505676700784	0.1961603908548539	0.2332753639630198	0.2182496465092785	0.0786190980540953	-0.0120942434325586	0.0552598370725778
25	intergenic	0.024250159540523293	0.00797702616464582	0.0036337577178331445	-0.3714579301432163	0.051882308662166435	0.03477983407785577	0.011805998723675814	0.003022352890124112	-0.9779972920066718	0.0369177044486767	0.016273133375877474	0.008615188257817485	0.0008725076165629979	-2.0267901801353725	0.11986457902439696	0.03765156349712827	0.012125079770261647	0.00266756691905014	-1.3266461129560352	0.03223420990464681	0.1899948137581124	0.3485877787539615	0.2378522827408218	0.1134322388744576	-0.010564593095995	0.0752744089054352
26	exons	0.008655926905506131	0.000721327242125511	0.0020497953120374316	1.1222437473367375	0.07426964650772251	0.010579466217840828	0.002885308968502044	0.002021277153242961	1.1260205937039864	0.09142504502997652	0.006972830007213273	0.000721327242125511	0.0014157934657741257	0.5628500677692175	0.18457624396415478	0.011060351045924502	0.002885308968502044	0.0018698712920267545	0.6881177001382305	0.0823230794212993	0.0263986068014907	0.1103716612266084	0.0586470362918658	0.1438892421158539	0.0453865830906144	0.0253942417417457
26	intergenic	0.0012022120702091848	0.00048088482808367395	0.0002468902109214904	0.39185118021479404	0.07891827511768496	0.0012022120702091848	0.00024044241404183698	0.0002902332184066036	1.2901433241185072	0.12268845033277853	0.0012022120702091848	0.00024044241404183698	0.0002355281320751699	0.30198343563210844	0.1227494783724288	0.001442654484251022	0.00048088482808367395	0.00024482596249952203	0.4540388660272634	0.07426593031953102	0.0146876714203314	0.1506326866010047	0.0469216843480093	0.1396034907999251	0.0430176843241872	0.0409444138918182
27	exons	0.007689021785561726	0.0021358393848782574	0.0007083106175211809	-1.211165984139577	0.023401088073193518	0.013669372063220846	0.00598035027765912	0.00061862249247024	-1.6624774894835401	0.009121855144477864	0.003844510892780863	0.0012815036309269544	0.00043677161408342807	-0.7428043469421733	0.13956323023865672	0.009824861170439982	0.00299017513882956	0.0006089994261930848	-1.2867867984063412	0.01761384132440339	0.0385749055441525	0.1149170273171592	0.1899885275036172	0.1429228106312388	0.101957414996705	0.0106304102295218
27	intergenic	0.03246475865014951	0.00854335753951303	0.003729587555320411	-0.9983357521988194	0.02754192942028294	0.032037590773173856	0.013669372063220846	0.003047610081220268	-0.7878787612330179	0.02303957556668617	0.016659547202050404	0.0034173430158052115	0.0021719724536246646	-0.6645024738131653	0.08856248877329427	0.03844510892780863	0.0149508756941478	0.0026138379082466354	-1.3671806065954857	0.01739766653231719	0.0701444087217615	0.0571706461631415	0.1285031465720869	0.1257667513561426	0.1017708003919686	0.0158467641058046
