region	S_AFR	singletons_AFR	pi_AFR	tajimasd_AFR	meanrsq_AFR	S_EUR	singletons_EUR	pi_EUR	tajimasd_EUR	meanrsq_EUR	S_EAS	singletons_EAS	pi_EAS	tajimasd_EAS	meanrsq_EAS	S_SAS	singletons_SAS	pi_SAS	tajimasd_SAS	meanrsq_SAS	Fst_AFR_EUR	Fst_AFR_EAS	Fst_AFR_SAS	Fst_EUR_EAS	Fst_EUR_SAS	Fst_EAS_SAS
16	0.009702326526465509	0.0023366859697246775	0.0006548147660566965	-1.6672640148194346	0.09650337585339915	0.00568932236106878	0.0030986487859392463	0.0002479472619289898	-1.5805039746328764	0.01893237057747657	0.004673371939449355	0.00325104134918216	0.00029347083284112077	-1.5820491615571242	0.283539506318488	0.010311896779437163	0.0042161942497206135	0.0003853284896549349	-1.8311297894392493	0.07445154456384219	0.283218613274403	0.2248373731955964	0.1931801854215014	0.0826686185824275	0.0121548541717004	0.071315395842469
17	0.01293461153240807	0.004063528401774217	0.0015300418578085542	-0.7145286842453283	0.06248868971662181	0.010845614537129775	0.0042924595793389616	0.0014577895407646313	-0.03235870475587138	0.05804323868140496	0.005580197453140649	0.001201888682214909	0.0013868398283037426	1.1608707871317816	0.2201759718074089	0.011303476892259265	0.004321075976534554	0.0013990598415622843	-0.11300291295157805	0.053595066567280435	0.1021565171256781	0.0550951791005401	0.0766130731762246	0.066171698205913	0.0049398700586703	0.0536761106700212
18	0.010853274071011422	0.0023257015866453047	0.001313089205195541	-0.9067284736164404	0.042503308184566	0.01038813375368236	0.0036694402811514805	0.001169774798916706	-0.4658766951547082	0.04238273530987989	0.004651403173290609	0.0008785983771771151	0.0009307175619556666	0.4621750730632492	0.11630566660504574	0.010646545041087394	0.0034110289937464467	0.00105892380800928	-0.7189123457297423	0.030159219119260578	0.1104931691055049	0.2105915451262761	0.1872465891626039	0.0571135495927664	0.0176337146534507	0.0278324895093605
19	0.00791488257428312	0.002205786946931361	0.0006539534817934246	-1.442613985361778	0.0200831723921228	0.007395873880887505	0.00253016738030362	0.0003779804561085892	-1.497068352441609	0.027979813472160695	0.004022317373816011	0.001557026080186843	0.0003600279263707767	-0.8866637350756629	0.047663817923925204	0.009212404307772155	0.004541326067211626	0.0004975242855509219	-1.4336116138535457	0.010920171412300603	0.2234689070082373	0.1507672765021277	0.109464779425306	0.0829361089756012	0.0618680340232488	0.0376970386426707
20	0.009816303099885189	0.0018943742824339839	0.0013252075264348934	-0.7287013144379915	0.05885319702648458	0.009873708381171067	0.0033869115958668197	0.0010660933251311613	-0.5021501698859019	0.05484730989812345	0.007003444316877152	0.001148105625717566	0.0012946106872378518	0.2282596723131182	0.11279661120211622	0.013088404133180253	0.0054535017221584384	0.001222692971811068	-0.862808215185035	0.026727530823086036	0.1674645675186952	0.0607441222848241	0.0625022963620833	0.2102589611237276	0.0671293216775742	0.0573467644734552
21	0.008178975222516238	0.0016839066634592255	0.0011655960456161693	-0.5055562218218673	0.10491725005182864	0.009562184267500601	0.003187394755833534	0.0009359619326907804	-0.7042068448987064	0.0739401424799481	0.003367813326918451	0.0009020928554245851	0.0008319496326237184	0.8656365469189385	0.187867620208995	0.01082511426509502	0.0036685109453933125	0.0009168177884417353	-0.9969722652547428	0.05075457401894249	0.0702087009663859	0.1258739221999107	0.0982017474352122	0.0152927905924923	0.1031492127285348	0.0352570668670242
22	0.008598085249100555	0.002256235136288798	0.0009897798827605434	-0.9037196404334273	0.046603701568670414	0.008293188609061529	0.0034148423684371	0.0008686663964406698	-0.4743332438319264	0.040696883676246715	0.0033538630404292944	0.0007317519360936643	0.0008570161883460423	1.3915321677096104	0.18571606299986457	0.007988291969022501	0.0035977803524605157	0.0008136490525637728	-0.5716150278670376	0.041869928539543015	0.2569257707297948	0.1954391415502502	0.2687021970697795	0.0244225266582736	0.0	0.0211036231420619
23	0.007622366200250449	0.002395600805792998	0.0011146456420879577	-0.4210710331911132	0.05949031337606083	0.007241247890237927	0.002776719115805521	0.0008904429889560823	-0.19874878866849086	0.03679062803968975	0.0030489464801001795	0.0008166820928839767	0.0005351882750146653	0.14089644028402418	0.17586977863152092	0.009092393967441607	0.0038111831001252246	0.0007693667384228188	-0.9246906308786969	0.02596962323974339	0.0976990467679111	0.1248788073822706	0.1276906974304776	0.1411967746246799	0.035732174395925	0.0568674127938667
24	0.008260608886816335	0.0016987542468856172	0.0010246685972135372	-0.7966473359032663	0.056298677807098726	0.00945972953167677	0.004763173672640064	0.0008344014586321916	-0.8529702645093293	0.02856623439164837	0.003330890680167877	0.0006661781360335754	0.0007602547553322785	0.6890356024453715	0.13587596698380708	0.009326493904470056	0.004363466791019919	0.0008744646906912016	-0.8114366556203068	0.02224558269767139	0.0490531803807085	0.0637700896072705	0.0332952741343404	0.1031542379186866	0.0214531474363282	0.0373748655687866
25	0.009073604060913705	0.0020939086294416245	0.0013545748916410367	-0.43612791338500195	0.06316411429521746	0.008629441624365483	0.0034263959390862945	0.0007499343537127807	-0.895267727915936	0.059659333352205086	0.004568527918781726	0.0005076142131979696	0.0007469554465250781	0.052656917105456724	0.2222631775855064	0.009898477157360405	0.00399746192893401	0.0008748691965277675	-0.9319656259420949	0.042536963038892796	0.2041831092809626	0.1420613906910107	0.1831757216664035	0.0189694595010851	0.0162907090470639	0.0470457922656502
26	0.01068407058254774	0.0031423737007493352	0.0015858750327559124	-0.404961268458807	0.05346604766407472	0.011119168479574571	0.003915881073241479	0.0013900938991906727	-0.19365943601156618	0.04551148458175462	0.005317863185883491	0.0009185400048344211	0.0011536072173900468	0.6689853761561594	0.1780646264534779	0.013246313753927968	0.005221174764321972	0.0012614162448250925	-0.8142411388979258	0.029666028562333153	0.0375892053645019	0.0560551053108923	0.0815991254727682	0.139847482313012	0.1781017958549782	0.0275808059008326
27	0.010099830696479654	0.001984937824741666	0.0009216507591187872	-1.2791516712379811	0.09038994354900375	0.009457644929651468	0.003444450931169362	0.0008496005436581936	-0.7619886172105705	0.02929544104114351	0.004378539319283087	0.0008173273395995096	0.0007131736423149156	-0.08350645140066353	0.13353709198332525	0.009807928075194115	0.004612061416311519	0.0008382508369850777	-0.7994787904407279	0.028287198497222072	0.224271214806142	0.2903971269930858	0.1320963281691257	0.0779917677424107	0.0144192166680868	0.209642406318393
28	0.008263458500425326	0.0021266253493741646	0.0008579776905612305	-1.0160585206335173	0.0330849795580373	0.008688783570300158	0.004253250698748329	0.0007047871611174576	-0.9279620885094797	0.0210401122256553	0.0034026005589986633	0.0016405395552314983	0.0004952698984146625	-0.3316691229318189	0.04246069165776795	0.01002551950419249	0.004435532871551829	0.0006670091736406756	-1.1701855614898637	0.013222011564657658	0.0221168557837783	0.0960099850477743	0.0397663988373542	0.0608106917604119	0.0041292570069717	0.0706839361162794
29	0.009092706068392962	0.001515451011398827	0.0010696120799941406	-0.9571620254966174	0.045499058352824986	0.010344600382157211	0.005073466429465639	0.0006947233812282149	-1.3144504095269907	0.027245992963917793	0.0032285695460235885	0.0013177834881728933	0.00042610046735282013	-0.6216906358471543	0.0708337342523141	0.00961981946366212	0.003887461290110035	0.0007099138488752713	-1.212603805869821	0.02417692313436357	0.0898547751421192	0.0846937670601666	0.0769347906156041	0.0481068155261662	0.0	0.0432385958877502
30	0.008270938533867317	0.00213303151662894	0.000843338558155361	-1.0844740677520037	0.04878231005454965	0.00766150095768762	0.003134250391781299	0.0005680838085925496	-1.035363109846028	0.03942613241058939	0.003700156712519589	0.0008270938533867317	0.0007758928630935388	0.5218976442370512	0.16626726243903187	0.00935921991990249	0.003743687967960996	0.0007640548865024164	-0.9777602744614077	0.023959841636727684	0.2294334253179246	0.1360820225234453	0.1605988835680571	0.0356797240290637	0.0288643213377338	0.0033611119392948
31	0.008344849580099926	0.002232380142447114	0.001019787341022365	-0.7569623287792785	0.03830552177374533	0.008398001488253428	0.003986393111512703	0.0004597173569710532	-1.5272019831308132	0.03015077376821536	0.0034017221218241734	0.0010098862549165514	0.00033614730319543113	-0.860378688589407	0.16487921980166254	0.009461039651323482	0.004464760284894228	0.00039880869528944094	-1.6982238134718168	0.027852096967700555	0.3330621220333258	0.2342901536233891	0.3384800663329508	0.1065797446505278	0.0121955983308584	0.0463414871176369
32	0.011206035726173305	0.0018306890047708865	0.0013839472866788746	-0.8020628777559393	0.06147033593652326	0.009819150116498391	0.003883279707089759	0.0005550101880113486	-1.4819408623951786	0.06421856582761425	0.004659935648507711	0.001664262731609897	0.0005716174535126874	-0.8203798287433054	0.11689355643233752	0.010540330633529346	0.004216132253411739	0.0007945455648388041	-1.1539027023178292	0.04915897053628741	0.2565137163191521	0.1092800841631513	0.1575912038149006	0.0236837810509312	0.0412039515583393	0.0155229800342369
33	0.011526844603340936	0.002342353448807249	0.0013172494599659349	-0.9364760743332592	0.04064549635645115	0.011341921962645626	0.004623066017382728	0.0013456592261030056	-0.18428939933422786	0.04760258849526644	0.004931270418541577	0.0009862540837083154	0.0007989520500609159	-0.09843437823544551	0.1410902097326719	0.011773408124268015	0.0036984528139061825	0.0008628332370037891	-1.1283469214151423	0.04120180143248369	0.0774324667725054	0.1269836495691787	0.1624719143576422	0.0787965497567389	0.055020852797332	0.017817193849969
