populations	region	Fst
LWK_EUR	1	0.21874772695437944
LWK_EUR	2	0.018219753065049343
LWK_EUR	3	0.11308432043002274
LWK_EUR	4	0.2136805641508748
LWK_EUR	5	0.1993426744359088
LWK_EUR	6	0.4239981997098763
LWK_EUR	7	0.24000011273594674
LWK_EUR	8	0.14996356419088444
LWK_EUR	9	0.08628413782879193
LWK_EUR	10	0.04628914690950331
LWK_EUR	11	0.12781564199309298
LWK_EUR	12	0.17939265105652594
LWK_EUR	13	0.15486579303159773
LWK_EUR	14	0.24206940642124058
LWK_EUR	15	0.18041024458921345
LWK_EUR	16	0.28321861327440306
LWK_EUR	17	0.10215651712567819
LWK_EUR	18	0.11049316910550495
LWK_EUR	19	0.22346890700823735
LWK_EUR	20	0.1674645675186952
LWK_EUR	21	0.07020870096638597
LWK_EUR	22	0.2569257707297948
LWK_EUR	23	0.09769904676791115
LWK_EUR	24	0.049053180380708584
LWK_EUR	25	0.20418310928096264
LWK_EUR	26	0.03758920536450192
LWK_EUR	27	0.224271214806142
LWK_EUR	28	0.022116855783778328
LWK_EUR	29	0.08985477514211927
LWK_EUR	30	0.22943342531792463
LWK_EUR	31	0.3330621220333258
LWK_EUR	32	0.25651371631915215
LWK_EUR	33	0.07743246677250544
LWK_EUR	34	0.2654369404213715
LWK_EUR	35	0.1606522719494527
LWK_EUR	36	0.10479728848165909
LWK_EUR	37	0.0948627283746905
LWK_EUR	38	0.07282916149833665
LWK_EUR	39	0.05607836440227673
LWK_EUR	40	0.12158001817679953
LWK_EUR	41	0.06080704302901766
LWK_EUR	42	0.07191394770528221
LWK_EUR	43	0.22985927114446045
LWK_EUR	44	0.027424469138412313
LWK_EUR	45	0.14155336351177125
LWK_EUR	46	0.12444016420197944
LWK_EUR	47	0.12155022030192546
LWK_EUR	48	0.06251309720591973
LWK_EUR	49	0.06348412238827644
LWK_EUR	50	0.3171286535640806
LWK_EUR	51	0.21768505804409724
LWK_EUR	52	0.4293734997582332
LWK_EUR	53	0.2935243869391751
LWK_EUR	54	0.018283316009390368
LWK_EUR	55	0.1450273162398911
LWK_EUR	56	0.116663458377661
LWK_EUR	57	0.16044828397527686
LWK_EUR	58	0.07542542285616184
LWK_EUR	59	0.1208580575049656
LWK_EUR	60	0.12393126170135449
LWK_EUR	61	0.11302757647900412
LWK_EUR	62	0.14298492609944188
LWK_EUR	63	0.0824596901226615
LWK_EUR	64	0.052971553441727215
LWK_EUR	65	0.328506179032458
LWK_EUR	66	0.0670959953621312
LWK_EUR	67	0.17338701272656112
LWK_EUR	68	0.08455137554878016
LWK_EUR	69	0.1282075635902098
LWK_EUR	70	0.14626790592009384
LWK_EUR	71	0.14734480219940244
LWK_EUR	72	0.19569067963575323
LWK_EUR	73	0.1544283812512829
LWK_EUR	74	0.17956967866541154
LWK_EUR	75	0.04169163609063193
LWK_EUR	76	0.14433926170778305
LWK_EUR	77	0.270917124917637
LWK_EUR	78	0.3123801890604223
LWK_EUR	79	0.22052971390231296
LWK_EUR	80	0.03188689800899286
LWK_EUR	81	0.2527222910521681
LWK_EUR	82	0.07638266344785333
LWK_EUR	83	0.11969364710202422
LWK_EUR	84	0.2079374177889462
LWK_EUR	85	0.0892160263573102
LWK_EUR	86	0.0854482517940559
LWK_EUR	87	0.12976796847801686
LWK_EUR	88	0.47291967828215925
LWK_EUR	89	0.2861315920971109
LWK_EUR	90	0.1030560711544615
LWK_EUR	91	0.2586594163062168
LWK_EUR	92	0.08344865403211373
LWK_EUR	93	0.15869340815839822
LWK_EUR	94	0.16115171951804858
LWK_EUR	95	0.2932990460966282
LWK_EUR	96	0.15329380297621747
LWK_EUR	97	0.04192143385742905
LWK_EUR	98	0.10700469182124596
LWK_EUR	99	0.09275391123372549
LWK_EUR	100	0.24043876973637965
LWK_EUR	101	0.25315310366865285
LWK_EUR	102	0.04682666182591075
LWK_EUR	103	0.16674398155948006
LWK_EUR	104	0.14030826916167577
LWK_EUR	105	0.03857873104375575
LWK_EUR	106	0.2899186428587622
LWK_EUR	107	0.4403345812213861
LWK_EUR	108	0.12420727494554233
LWK_EUR	109	0.19947172670418442
LWK_EUR	110	0.05386828737547973
LWK_EUR	111	0.07919332096979477
LWK_EUR	112	0.13806162506438321
LWK_EUR	113	0.07238742181786913
LWK_EUR	114	0.15929765508081306
LWK_EUR	115	0.1675139423958715
LWK_EUR	116	0.1897778899377172
LWK_EUR	117	0.07308071898496156
LWK_EUR	118	0.10491958401466663
LWK_EUR	119	0.1395283896925802
LWK_EUR	120	0.10946709824361193
LWK_EUR	121	0.1587301306449985
LWK_EUR	122	0.05639503773065358
LWK_EUR	123	0.09067019513928577
LWK_EUR	124	0.1271094733817271
LWK_EUR	125	0.08603531417020033
LWK_EUR	126	0.22346705115777915
LWK_EUR	127	0.19617129401064304
LWK_EUR	128	0.17634033694915813
LWK_EUR	129	0.2509479097180938
LWK_EUR	130	0.24082215152058511
LWK_EUR	131	0.15914244230638774
LWK_EUR	132	0.11376101625103836
LWK_EUR	133	0.14674111739280357
LWK_EUR	134	0.04021372239700088
LWK_EUR	135	0.18130177557594374
LWK_EUR	136	0.10476174843009692
LWK_EUR	137	0.16057324644503726
LWK_EUR	138	0.06500884342876323
LWK_EUR	139	0.12783022853366593
LWK_EUR	140	0.07875066141275149
LWK_EUR	141	0.07759648129371916
LWK_EUR	142	0.06446700541063144
LWK_EUR	143	0.10896453938190956
LWK_EUR	144	0.2638044869420247
LWK_EUR	145	0.2765741242142786
LWK_EUR	146	0.15038660736906367
LWK_EAS	1	0.10186012541066485
LWK_EAS	2	0.0
LWK_EAS	3	0.03254702673908698
LWK_EAS	4	0.1839822998069768
LWK_EAS	5	0.15533304498069564
LWK_EAS	6	0.14006006398966775
LWK_EAS	7	0.10909330416051052
LWK_EAS	8	0.08148180110929029
LWK_EAS	9	0.08432356661549217
LWK_EAS	10	0.05941124440093916
LWK_EAS	11	0.05447294536575343
LWK_EAS	12	0.039179310086979786
LWK_EAS	13	0.14526805392674655
LWK_EAS	14	0.18210440602758526
LWK_EAS	15	0.14354215055791716
LWK_EAS	16	0.22483737319559646
LWK_EAS	17	0.055095179100540174
LWK_EAS	18	0.2105915451262761
LWK_EAS	19	0.1507672765021277
LWK_EAS	20	0.0607441222848241
LWK_EAS	21	0.1258739221999107
LWK_EAS	22	0.19543914155025022
LWK_EAS	23	0.12487880738227068
LWK_EAS	24	0.06377008960727058
LWK_EAS	25	0.1420613906910107
LWK_EAS	26	0.05605510531089231
LWK_EAS	27	0.2903971269930858
LWK_EAS	28	0.09600998504777437
LWK_EAS	29	0.08469376706016667
LWK_EAS	30	0.1360820225234453
LWK_EAS	31	0.23429015362338912
LWK_EAS	32	0.10928008416315137
LWK_EAS	33	0.12698364956917874
LWK_EAS	34	0.14998539375872397
LWK_EAS	35	0.04517372115914125
LWK_EAS	36	0.008142050161217138
LWK_EAS	37	0.040381637556990264
LWK_EAS	38	0.05682544797264899
LWK_EAS	39	0.021227979419688226
LWK_EAS	40	0.05795546529868234
LWK_EAS	41	0.01327220780768053
LWK_EAS	42	0.028266283693883124
LWK_EAS	43	0.03541230792475241
LWK_EAS	44	0.010086661862937983
LWK_EAS	45	0.19075291248951326
LWK_EAS	46	0.03246497734768618
LWK_EAS	47	0.12007658849265897
LWK_EAS	48	0.022021582360340082
LWK_EAS	49	0.08087776634901307
LWK_EAS	50	0.4306829100518727
LWK_EAS	51	0.11786095280848488
LWK_EAS	52	0.0
LWK_EAS	53	0.4079839331855602
LWK_EAS	54	0.039860618365394986
LWK_EAS	55	0.10440795388551372
LWK_EAS	56	0.10240155669072949
LWK_EAS	57	0.11917637110752967
LWK_EAS	58	0.017921879203893407
LWK_EAS	59	0.07282882557337116
LWK_EAS	60	0.07773563289826231
LWK_EAS	61	0.17259921776951043
LWK_EAS	62	0.03139369941646413
LWK_EAS	63	0.060010102009791066
LWK_EAS	64	0.0
LWK_EAS	65	0.10282815481186357
LWK_EAS	66	0.20194772128190208
LWK_EAS	67	0.05589187643041635
LWK_EAS	68	0.024750715355283347
LWK_EAS	69	0.05441367267792744
LWK_EAS	70	0.13474311755502597
LWK_EAS	71	0.12775443318629412
LWK_EAS	72	0.03421695935718458
LWK_EAS	73	0.10784624569286166
LWK_EAS	74	0.1819362816392961
LWK_EAS	75	0.08205467810392793
LWK_EAS	76	0.08077622913912197
LWK_EAS	77	0.29779995484047994
LWK_EAS	78	0.09972335987941285
LWK_EAS	79	0.10702491948420796
LWK_EAS	80	0.0758804690407025
LWK_EAS	81	0.2633405497039851
LWK_EAS	82	0.06329851676124953
LWK_EAS	83	0.10647579321927511
LWK_EAS	84	0.1562377907083037
LWK_EAS	85	0.07306183294411034
LWK_EAS	86	0.13250473482426037
LWK_EAS	87	0.03744719834367514
LWK_EAS	88	0.30122624479784627
LWK_EAS	89	0.06576870984776685
LWK_EAS	90	0.1333223063052386
LWK_EAS	91	0.048152142053340015
LWK_EAS	92	0.06491758576168341
LWK_EAS	93	0.09961585754561295
LWK_EAS	94	0.15253255254566583
LWK_EAS	95	0.2588248504367739
LWK_EAS	96	0.10391975590330652
LWK_EAS	97	0.0
LWK_EAS	98	0.19627366048037126
LWK_EAS	99	0.020889248763010435
LWK_EAS	100	0.03552421789073228
LWK_EAS	101	0.08098437852062838
LWK_EAS	102	0.1824235741382465
LWK_EAS	103	0.16566937310141255
LWK_EAS	104	0.14901894843110486
LWK_EAS	105	0.12242331234082375
LWK_EAS	106	0.23398617983048794
LWK_EAS	107	0.5119941812271459
LWK_EAS	108	0.13812355518439248
LWK_EAS	109	0.15547633308485712
LWK_EAS	110	0.0839787371313826
LWK_EAS	111	0.1253266260878072
LWK_EAS	112	0.04341826544329952
LWK_EAS	113	0.05551379238005683
LWK_EAS	114	0.35210638508411923
LWK_EAS	115	0.04690390608809619
LWK_EAS	116	0.2247694570853609
LWK_EAS	117	0.029894807752321454
LWK_EAS	118	0.2117022615311365
LWK_EAS	119	0.01921662273311267
LWK_EAS	120	0.09855837059218964
LWK_EAS	121	0.16445424612926648
LWK_EAS	122	0.22830909679767625
LWK_EAS	123	0.06876039055001498
LWK_EAS	124	0.028176295239671686
LWK_EAS	125	0.13162736613943038
LWK_EAS	126	0.005252684512883366
LWK_EAS	127	0.08324515914655793
LWK_EAS	128	0.24863372590728572
LWK_EAS	129	0.06708223568768748
LWK_EAS	130	0.050451446919923086
LWK_EAS	131	0.13130796753615037
LWK_EAS	132	0.03894231854799429
LWK_EAS	133	0.12846126028741975
LWK_EAS	134	0.026412818017053124
